locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
Kalyan Nagar,Bangalore,1145.0,2,2,2,Semi-Furnished,26.0,30000.0
Manewada,Nagpur,600.0,1,1,2,Unfurnished,13.0,8000.0
Anand Vihar Nangli Sakrawati,New Delhi,2100.0,3,2,0,Furnished,10.0,20000.0
Laxmi Nagar,New Delhi,700.0,2,2,0,Semi-Furnished,25.0,17500.0
Mihan,Nagpur,1350.0,3,3,0,Unfurnished,9.0,12000.0
Green Park,New Delhi,1000.0,1,1,2,Semi-Furnished,37.0,37000.0
Anand Vihar,New Delhi,1600.0,3,2,2,Unfurnished,25.0,40000.0
Janakpuri,New Delhi,1100.0,2,2,0,Semi-Furnished,27.0,30000.0
East Of Kailash,New Delhi,1400.0,3,3,3,Semi-Furnished,57.0,80000.0
Virar West,Mumbai,250.0,1,1,0,Semi-Furnished,28.0,7000.0
Whitefield,Bangalore,1000.0,3,3,0,Semi-Furnished,70.0,70000.0
Najafgarh,New Delhi,630.0,2,1,0,Unfurnished,11.0,7000.0
Chichbhavan Main Road,Nagpur,1800.0,3,3,3,Unfurnished,17.0,30000.0
Wagholi,Pune,700.0,2,2,2,Semi-Furnished,27.0,19000.0
Chinchpokli,Mumbai,420.0,1,1,0,Furnished,76.0,32000.0
Kogilu Main Road,Bangalore,1350.0,3,2,2,Semi-Furnished,33.0,45000.0
Garhi,New Delhi,700.0,1,1,0,Unfurnished,19.0,13500.0
IP Extension,New Delhi,800.0,2,2,0,Unfurnished,15.0,12000.0
Mulund West,Mumbai,1926.0,4,4,0,Semi-Furnished,83.0,160000.0
HBR Layout,Bangalore,1250.0,3,2,0,Semi-Furnished,24.0,30000.0
Tilekar Nagar,Pune,1080.0,2,2,0,Furnished,24.0,26000.0
Jaitala,Nagpur,210.0,1,1,0,Semi-Furnished,19.0,4000.0
Dwarka,New Delhi,1750.0,3,2,2,Unfurnished,33.0,57000.0
Santacruz West,Mumbai,750.0,2,2,0,Furnished,80.0,60000.0
Anand Nagar- Hebbal,Bangalore,2200.0,4,4,3,Semi-Furnished,45.0,100000.0
Sector 18 Dwarka,New Delhi,2700.0,5,5,5,Furnished,30.0,80000.0
Varthur,Bangalore,800.0,2,2,0,Semi-Furnished,51.0,41000.0
Pirangut,Pune,850.0,2,2,0,Unfurnished,14.0,12000.0
Kamptee Road,Nagpur,1500.0,4,4,3,Unfurnished,5.0,8000.0
Dehu Road,Pune,700.0,1,1,0,Furnished,18.0,12500.0
Attibele,Bangalore,900.0,2,2,0,Unfurnished,11.0,10000.0
Lokhandwala Township Kandivali East,Mumbai,400.0,1,1,0,Semi-Furnished,64.0,25500.0
Pirangut,Pune,1033.0,2,2,0,Semi-Furnished,11.0,11500.0
Pashan,Pune,1100.0,2,2,0,Furnished,31.0,34000.0
Bannerghatta Road,Bangalore,1710.0,3,3,2,Semi-Furnished,28.0,48000.0
T Dasarahalli,Bangalore,1100.0,2,1,0,Semi-Furnished,91.0,100000.0
Mylappanahalli,Bangalore,7500.0,4,5,0,Furnished,133.0,1000000.0
Katraj,Pune,1000.0,2,2,0,Unfurnished,20.0,20000.0
Bhayandar East,Mumbai,1050.0,2,2,4,Semi-Furnished,12.0,13000.0
Chandan Hola,New Delhi,1130.0,3,3,2,Unfurnished,22.0,25000.0
Chhattarpur,New Delhi,450.0,1,1,0,Furnished,38.0,17000.0
Uttam Nagar,New Delhi,900.0,2,2,0,Semi-Furnished,11.0,10000.0
Keshav Nagar,Pune,700.0,1,1,0,Furnished,31.0,22000.0
Kudlu Gate,Bangalore,945.0,2,2,0,Semi-Furnished,53.0,50000.0
Vivek Vihar,New Delhi,450.0,1,2,2,Semi-Furnished,13.0,6000.0
Paschim Vihar Block A3,New Delhi,756.0,2,2,0,Semi-Furnished,30.0,23000.0
Manjri,Pune,700.0,1,2,0,Unfurnished,17.0,12000.0
Hebbal,Bangalore,3000.0,3,3,3,Furnished,48.0,150000.0
Maharani Bagh,New Delhi,3500.0,4,5,4,Unfurnished,60.0,210000.0
Pai Layout Mahadevapura,Bangalore,915.0,2,2,0,Semi-Furnished,27.0,25000.0
Naigaon East,Mumbai,410.0,1,1,0,Unfurnished,29.0,12000.0
Shreshtha Vihar,New Delhi,1710.0,3,3,0,Unfurnished,23.0,40000.0
Sus,Pune,1000.0,2,2,2,Semi-Furnished,21.0,21000.0
Abhyankar Nagar,Nagpur,250.0,1,1,0,Semi-Furnished,28.0,7000.0
Shirwal,Pune,596.0,2,2,0,Unfurnished,20.0,12000.0
Dahisar East,Mumbai,435.0,1,1,0,Semi-Furnished,58.0,25300.0
Hudkeshwar Road,Nagpur,800.0,2,1,0,Unfurnished,19.0,15000.0
Moti Nagar,New Delhi,1580.0,3,2,3,Semi-Furnished,28.0,45000.0
Andheri East,Mumbai,450.0,1,1,2,Unfurnished,78.0,35000.0
Chichbhavan Main Road,Nagpur,550.0,2,2,3,Unfurnished,25.0,14000.0
Aya Nagar,New Delhi,200.0,1,1,0,Unfurnished,25.0,5000.0
Eksar Road,Mumbai,650.0,2,2,0,Semi-Furnished,57.0,37000.0
Naganathapura,Bangalore,450.0,1,1,0,Unfurnished,18.0,7900.0
Panchsheel Park,New Delhi,3000.0,4,5,0,Furnished,53.0,160000.0
Samata Nagar Thakur Village,Mumbai,540.0,2,2,0,Furnished,69.0,37000.0
Baner,Pune,1650.0,3,3,3,Semi-Furnished,48.0,80000.0
Ambegaon Pathar Road,Pune,1000.0,2,2,3,Unfurnished,10.0,10000.0
Thubarahalli,Bangalore,1300.0,2,2,0,Semi-Furnished,35.0,46000.0
Joggers Park,Pune,1275.0,3,3,2,Semi-Furnished,59.0,75000.0
Naigaon East,Mumbai,400.0,1,1,0,Unfurnished,19.0,7500.0
Loni Kalbhor,Pune,900.0,2,2,2,Furnished,6.0,5000.0
Vikaspuri,New Delhi,800.0,2,2,2,Semi-Furnished,30.0,24000.0
Kotewada,Nagpur,1198.0,2,2,0,Unfurnished,7.0,8000.0
Rajouri Garden,New Delhi,1800.0,3,3,0,Unfurnished,36.0,65000.0
Wakad,Pune,1120.0,2,2,0,Furnished,30.0,34000.0
Shantivan,Mumbai,550.0,1,1,0,Unfurnished,33.0,18000.0
Thanisandra,Bangalore,1000.0,2,2,0,Semi-Furnished,22.0,22000.0
Malad West,Mumbai,1100.0,3,3,0,Semi-Furnished,86.0,95000.0
East Of Kailash,New Delhi,250.0,1,1,0,Furnished,32.0,8000.0
Shahdara,New Delhi,750.0,2,1,0,Furnished,21.0,16000.0
Sector 18 Dwarka,New Delhi,1500.0,3,2,3,Semi-Furnished,33.0,50000.0
Pathare Wasti Road,Pune,650.0,1,1,0,Semi-Furnished,13.0,8500.0
Kaspate Vasti,Pune,850.0,2,2,0,Semi-Furnished,28.0,24000.0
Hadapsar,Pune,1300.0,3,3,2,Furnished,35.0,45000.0
Chhattarpur,New Delhi,1100.0,3,2,2,Unfurnished,22.0,24000.0
Thakur Complex,Mumbai,680.0,2,2,0,Unfurnished,88.0,60000.0
Borivali West,Mumbai,800.0,2,2,0,Furnished,50.0,40000.0
Juhu Scheme,Mumbai,2700.0,4,5,5,Semi-Furnished,167.0,450000.0
Mulund West,Mumbai,575.0,1,2,0,Semi-Furnished,56.0,32000.0
Dudulgaon,Pune,850.0,3,2,4,Unfurnished,24.0,20000.0
Dhayari,Pune,500.0,1,1,0,Unfurnished,13.0,6500.0
Byrathi,Bangalore,800.0,2,2,0,Semi-Furnished,13.0,10000.0
Manish Nagar,Nagpur,1500.0,2,2,3,Unfurnished,17.0,25000.0
Pisoli,Pune,450.0,1,1,0,Unfurnished,18.0,8000.0
Ambalipura,Bangalore,1770.0,3,3,2,Furnished,34.0,60000.0
Jasminium Society,Pune,1250.0,3,3,2,Unfurnished,36.0,45000.0
Chembur,Mumbai,1650.0,4,4,2,Semi-Furnished,109.0,180000.0
Chatrapati Nagar,Nagpur,650.0,2,1,0,Semi-Furnished,18.0,12000.0
Mankapur,Nagpur,1000.0,2,2,0,Unfurnished,25.0,25000.0
Hebbal,Bangalore,2617.0,4,4,3,Furnished,62.0,160000.0
Hoodi,Bangalore,1650.0,10,3,4,Semi-Furnished,35.0,58000.0
Akshya Nagar,Bangalore,2650.0,3,3,4,Unfurnished,15.0,40000.0
Godhani,Nagpur,260.0,1,1,0,Unfurnished,23.0,6000.0
Badarpur,New Delhi,800.0,2,1,0,Furnished,12.0,10000.0
Sarjapur Road,Bangalore,1700.0,3,4,2,Semi-Furnished,44.0,75000.0
Marol,Mumbai,7.0,1,1,0,Unfurnished,143.0,1000.0
Andheri West,Mumbai,650.0,2,2,0,Semi-Furnished,77.0,50000.0
Mira Road,Mumbai,657.0,1,2,0,Furnished,35.0,23000.0
Dadar East,Mumbai,735.0,2,2,0,Furnished,184.0,140000.0
Electronic City,Bangalore,450.0,1,1,0,Unfurnished,11.0,5000.0
Ranala,Nagpur,2200.0,2,3,3,Unfurnished,5.0,12000.0
Four Bungalows,Mumbai,690.0,2,2,0,Semi-Furnished,94.0,65000.0
Magarpatta City,Pune,1350.0,3,3,3,Unfurnished,33.0,45000.0
Gottigere,Bangalore,1207.0,3,2,0,Unfurnished,11.0,13000.0
Ambewadi Malad East,Mumbai,950.0,2,2,0,Furnished,68.0,65000.0
DDA,New Delhi,1400.0,3,2,3,Semi-Furnished,25.0,35000.0
Sunkadakatte,Bangalore,550.0,1,1,0,Unfurnished,9.0,5000.0
Sarita Vihar,New Delhi,1800.0,4,3,2,Semi-Furnished,31.0,55000.0
Frazer Town,Bangalore,1700.0,3,3,2,Semi-Furnished,24.0,40000.0
Manewada Square,Nagpur,950.0,2,2,0,Furnished,28.0,27000.0
Khichripur,New Delhi,225.0,1,1,0,Unfurnished,22.0,5000.0
Old Nangal,New Delhi,540.0,1,1,0,Semi-Furnished,27.77777777777778,15000.0
Manish Nagar,Nagpur,500.0,1,2,3,Semi-Furnished,26.0,13000.0
Hinjewadi,Pune,2400.0,5,6,3,Unfurnished,31.0,75000.0
Evershine Nagar,Mumbai,797.0,2,2,2,Unfurnished,88.0,70000.0
Mayur Vihar Phase 3,New Delhi,750.0,2,2,0,Semi-Furnished,20.0,15000.0
HBR Layout Block 2,Bangalore,1200.0,2,2,0,Semi-Furnished,17.0,20000.0
Sector 1 HSR Layout,Bangalore,1250.0,2,2,3,Semi-Furnished,40.0,50000.0
Ashok Nagar,New Delhi,405.0,1,1,0,Unfurnished,37.0,15000.0
Uruli Devachi,Pune,450.0,1,1,0,Unfurnished,11.0,5000.0
Safdarjung Development Area,New Delhi,1400.0,3,3,0,Semi-Furnished,93.0,130000.0
Whitefield,Bangalore,1890.0,3,3,2,Semi-Furnished,25.0,48000.0
Poonam Nagar Jogeshwari East,Mumbai,300.0,1,2,0,Furnished,97.0,29000.0
Kamla Nagar,New Delhi,990.0,2,2,0,Semi-Furnished,24.0,24000.0
Hoodi,Bangalore,600.0,2,1,0,Unfurnished,25.0,15000.0
Baner,Pune,1050.0,2,2,0,Semi-Furnished,22.0,22786.0
Kandivali East,Mumbai,580.0,2,2,0,Semi-Furnished,83.0,48000.0
Pocket 5 Sector 22 Rohini,New Delhi,144.0,2,2,0,Furnished,35.0,5000.0
Sinhgad Road,Pune,1211.0,3,2,2,Unfurnished,22.0,27000.0
Rajpur Khurd,New Delhi,980.0,2,2,0,Semi-Furnished,15.0,14500.0
Nagpada,Mumbai,658.0,1,2,0,Unfurnished,84.0,55000.0
Sector 7 Rohini,New Delhi,260.0,1,1,0,Furnished,50.0,13000.0
Ring Road,Bangalore,1600.0,4,4,0,Semi-Furnished,62.0,100000.0
Juhu,Mumbai,1300.0,3,3,0,Furnished,131.0,170000.0
Wadgaon Sheri,Pune,450.0,1,1,0,Semi-Furnished,27.0,12000.0
Joggers Park,Pune,1400.0,2,2,0,Semi-Furnished,54.0,75000.0
Jagat Puri Krishna Nagar,New Delhi,900.0,3,2,0,Unfurnished,24.0,22000.0
Mulund West,Mumbai,1049.0,3,3,0,Semi-Furnished,71.0,75000.0
Baner,Pune,1000.0,3,2,0,Semi-Furnished,32.0,32000.0
Jigani,Bangalore,700.0,2,2,0,Semi-Furnished,15.0,10750.0
Wakad,Pune,953.0,2,2,2,Furnished,30.0,29000.0
Bhandup West,Mumbai,750.0,2,2,0,Semi-Furnished,72.0,54000.0
Borivali East,Mumbai,1139.0,3,3,0,Semi-Furnished,97.0,110000.0
Haralur,Bangalore,712.0,2,2,2,Furnished,70.0,50000.0
Block 5th Jayanagar,Bangalore,3000.0,4,4,3,Semi-Furnished,67.0,200000.0
Kharadi,Pune,800.0,1,1,0,Unfurnished,18.0,14000.0
Virar West,Mumbai,580.0,2,2,0,Semi-Furnished,19.0,11000.0
Mukherjee Nagar Burari,New Delhi,720.0,1,1,0,Unfurnished,28.0,20000.0
Borivali East,Mumbai,400.0,1,1,0,Unfurnished,65.0,26000.0
Parande Nagar,Pune,425.0,1,1,0,Unfurnished,40.0,17000.0
Chembur,Nagpur,650.0,2,2,0,Semi-Furnished,17.0,11000.0
JP Nagar,Bangalore,1587.0,3,2,0,Semi-Furnished,24.0,38000.0
Baner,Pune,1250.0,3,3,2,Furnished,48.0,60000.0
Subhash Nagar,New Delhi,900.0,2,2,2,Unfurnished,21.0,18500.0
Jakkur,Bangalore,2400.0,3,3,4,Semi-Furnished,38.0,90000.0
Krushna Nagar Chinchwad,Pune,620.0,2,2,2,Unfurnished,19.0,12000.0
Khanpur,New Delhi,500.0,1,1,0,Semi-Furnished,15.0,7500.0
Green Park,New Delhi,1700.0,3,3,2,Furnished,71.0,120000.0
Gorewada,Nagpur,850.0,2,2,0,Semi-Furnished,12.0,10000.0
Nangloi,New Delhi,800.0,3,3,0,Unfurnished,15.0,12000.0
C V Raman Nagar,Bangalore,1300.0,2,2,0,Semi-Furnished,31.0,40000.0
Chembur,Mumbai,1200.0,2,2,0,Semi-Furnished,62.0,75000.0
Karve Nagar,Pune,675.0,1,1,0,Semi-Furnished,24.0,16000.0
Dabha,Nagpur,1300.0,2,2,3,Semi-Furnished,13.0,17000.0
Patil Nagar Balewadi,Pune,751.0,2,2,2,Unfurnished,40.0,30000.0
Talegaon Dabhade,Pune,700.0,2,2,0,Semi-Furnished,17.0,12000.0
Mulund West,Mumbai,780.0,2,2,0,Unfurnished,64.0,50000.0
Andheri West,Mumbai,700.0,2,2,3,Semi-Furnished,93.0,65000.0
Thanisandra Main Road,Bangalore,2830.0,4,4,2,Semi-Furnished,20.0,58000.0
Hadapsar,Pune,2000.0,4,4,6,Furnished,65.0,130000.0
Electronic City,Bangalore,1100.0,2,2,0,Semi-Furnished,38.0,42000.0
Virar West,Mumbai,617.0,1,2,0,Unfurnished,11.0,6500.0
Punawale,Pune,675.0,2,2,0,Semi-Furnished,36.0,24000.0
Bhajanpura,New Delhi,550.0,1,1,0,Semi-Furnished,13.0,7000.0
Hatkesh Udhog Nagar,Mumbai,450.0,1,1,0,Unfurnished,28.0,12500.0
Kharadi,Pune,480.0,1,1,0,Unfurnished,52.0,25000.0
Chakala,Mumbai,550.0,2,2,0,Furnished,76.0,42000.0
Lohegaon,Pune,920.0,3,3,0,Furnished,33.0,30000.0
Lajpat Nagar 3,New Delhi,1600.0,3,3,0,Semi-Furnished,62.0,100000.0
Raj Nagar 2,New Delhi,600.0,2,2,0,Furnished,33.0,20000.0
Bavdhan,Pune,1250.0,3,3,0,Semi-Furnished,30.0,38000.0
Kandivali West,Mumbai,1425.0,3,3,4,Unfurnished,51.0,73000.0
Doddanekundi,Bangalore,430.0,1,1,0,Semi-Furnished,33.0,14000.0
Manyata Tech Park,Bangalore,950.0,1,1,0,Semi-Furnished,26.0,25000.0
Cleveland Town,Bangalore,2750.0,3,4,3,Semi-Furnished,45.0,130000.0
Munnekollal,Bangalore,450.0,1,1,0,Semi-Furnished,38.0,17000.0
Malad East,Mumbai,450.0,1,1,0,Semi-Furnished,78.0,35000.0
Nandanvan,Nagpur,3000.0,6,6,2,Furnished,13.0,40000.0
Sangam Vihar,New Delhi,675.0,2,3,0,Semi-Furnished,30.0,20000.0
Anand Niketan,New Delhi,2200.0,4,4,2,Semi-Furnished,105.0,230000.0
Dahisar East,Mumbai,465.0,1,1,3,Unfurnished,52.0,24000.0
Sadh Nagar,New Delhi,405.0,1,1,0,Unfurnished,16.0,6500.0
Bapuji Nagar,Bangalore,300.0,1,1,0,Unfurnished,17.0,5000.0
Hinjewadi,Pune,1044.0,3,2,2,Semi-Furnished,29.0,30000.0
Nanjappa Layout Adugodi,Bangalore,500.0,1,1,0,Unfurnished,26.0,13000.0
Powai,Mumbai,1000.0,2,2,0,Semi-Furnished,42.0,42000.0
Guru Arjun Nagar,New Delhi,585.0,2,1,0,Unfurnished,34.0,20000.0
Yelahanka,Bangalore,1468.0,2,2,0,Furnished,34.0,50000.0
Jahangirpuri,New Delhi,500.0,1,1,0,Semi-Furnished,13.0,6500.0
Balewadi,Pune,600.0,1,1,0,Semi-Furnished,38.0,23000.0
Chembur,Mumbai,800.0,2,2,0,Unfurnished,94.0,75000.0
Dasarahalli,Bangalore,2000.0,4,3,0,Semi-Furnished,38.0,75000.0
NIBM Road,Pune,875.0,2,2,4,Unfurnished,28.0,24500.0
Pratap Nagar,Nagpur,500.0,1,1,2,Unfurnished,26.0,13000.0
Chirag Delhi,New Delhi,495.0,2,2,0,Unfurnished,30.0,15000.0
ECC Road,Bangalore,3606.0,4,4,2,Semi-Furnished,35.0,130000.0
Ramamurthy Nagar,Bangalore,1200.0,2,2,0,Semi-Furnished,17.0,20000.0
Wagholi,Pune,2000.0,4,4,0,Semi-Furnished,15.0,30000.0
Model Colony,Pune,1500.0,1,1,0,Semi-Furnished,33.0,50000.0
Bandra West,Mumbai,1500.0,4,5,0,Semi-Furnished,233.0,350000.0
Shakarpur Khas,New Delhi,900.0,2,2,0,Semi-Furnished,31.0,28000.0
Goregaon East,Mumbai,500.0,1,1,0,Semi-Furnished,76.0,38000.0
Waliv Phata,Mumbai,29.0,1,1,0,Semi-Furnished,345.0,10000.0
Phursungi,Pune,1000.0,3,2,2,Furnished,34.0,34000.0
Arekere,Bangalore,750.0,1,2,0,Semi-Furnished,20.0,15000.0
Mulund East,Mumbai,700.0,2,2,3,Semi-Furnished,64.0,45000.0
Indira Nagar,Bangalore,1400.0,2,2,0,Unfurnished,16.0,23000.0
Mehrauli,New Delhi,1080.0,3,3,2,Furnished,28.0,30000.0
Jhilmil Colony,New Delhi,900.0,3,2,0,Furnished,8.0,7000.0
Baner,Pune,640.0,1,1,0,Unfurnished,34.0,22000.0
Hadapsar,Pune,1280.0,3,2,0,Furnished,31.0,40000.0
Ravi Nagar,Nagpur,1250.0,2,2,0,Unfurnished,13.0,16500.0
Marathahalli,Bangalore,1590.0,3,2,0,Semi-Furnished,41.0,65000.0
Tata Nagar,Bangalore,1000.0,3,2,0,Semi-Furnished,22.0,22000.0
Munirka,New Delhi,1000.0,2,2,2,Furnished,40.0,40000.0
Malad West,Mumbai,460.0,1,1,0,Semi-Furnished,37.0,17000.0
Kalewadi,Pune,1500.0,2,2,0,Furnished,10.0,15000.0
Vijayanagar,Bangalore,1000.0,2,2,0,Semi-Furnished,25.0,25000.0
Sector 5 Dwarka,New Delhi,1650.0,3,3,3,Unfurnished,27.0,45000.0
Hinjewadi Phase 2,Pune,600.0,2,2,0,Furnished,53.0,32000.0
Chakan,Pune,1630.0,3,3,2,Semi-Furnished,11.0,18000.0
Tilak Nagar,New Delhi,585.0,1,1,0,Unfurnished,24.0,14000.0
ITPL,Bangalore,300.0,1,1,0,Furnished,60.0,18000.0
Evershine Nagar,Mumbai,1085.0,3,3,0,Unfurnished,89.0,97000.0
Shirgaon,Pune,900.0,1,2,2,Unfurnished,28.0,25000.0
Kailash Colony,New Delhi,2200.0,3,3,0,Semi-Furnished,68.0,150000.0
Bagalur Main Road,Bangalore,1562.0,3,3,0,Unfurnished,27.0,42000.0
Hinjewadi,Pune,850.0,2,2,0,Unfurnished,31.0,26000.0
Kharadi,Pune,1700.0,4,3,3,Furnished,71.0,120000.0
Parel,Mumbai,758.0,2,2,0,Furnished,211.0,160000.0
South Extension 1,New Delhi,1900.0,3,4,2,Semi-Furnished,58.0,110000.0
Whitefield,Bangalore,1688.0,3,2,2,Semi-Furnished,24.0,40000.0
Mayur Vihar,New Delhi,450.0,2,1,0,Furnished,42.0,19000.0
AECS Layout-Singasandra,Bangalore,900.0,2,2,0,Semi-Furnished,83.0,75000.0
Andheri West,Mumbai,640.0,1,1,0,Unfurnished,62.0,40000.0
Sector 5 Dwarka,New Delhi,1500.0,2,2,2,Furnished,30.0,45000.0
Rajaji Nagar,Bangalore,1300.0,2,2,0,Semi-Furnished,142.0,190000.0
Neb Sarai,New Delhi,1123.0,3,2,0,Semi-Furnished,17.0,19000.0
Bavdhan,Pune,1150.0,2,2,2,Furnished,31.0,36000.0
Koramangala Block 4,Bangalore,1100.0,2,2,0,Semi-Furnished,38.0,42000.0
Defence Enclave,Bangalore,1600.0,3,4,0,Semi-Furnished,27.0,43000.0
Paschim Vihar,New Delhi,1000.0,2,1,0,Unfurnished,25.0,25000.0
Bandra Kurla Complex,Mumbai,3200.0,4,5,3,Semi-Furnished,211.0,680000.0
Lohegaon,Pune,1100.0,2,2,0,Semi-Furnished,17.0,19000.0
Hebbal,Bangalore,2700.0,3,4,3,Semi-Furnished,93.0,250000.0
Mulund West,Mumbai,1049.0,3,3,0,Unfurnished,76.0,80000.0
Kurla West,Mumbai,410.0,1,1,0,Unfurnished,146.0,60000.0
Naigaon Palghar,Mumbai,400.0,1,1,0,Unfurnished,18.0,7000.0
Borivali West,Mumbai,700.0,3,2,2,Semi-Furnished,74.0,52000.0
Talaghattapura,Bangalore,920.0,2,2,0,Semi-Furnished,32.0,29000.0
Shastrinagar,Pune,1200.0,3,2,2,Semi-Furnished,33.0,40000.0
Central Ordanance Depot,Mumbai,860.0,2,2,0,Unfurnished,49.0,42000.0
Pipla,Nagpur,670.0,2,2,3,Semi-Furnished,16.0,11000.0
Landewadi,Pune,720.0,2,2,0,Furnished,25.0,17800.0
Andheri West,Mumbai,940.0,3,3,0,Unfurnished,87.0,82000.0
Bhandup West,Mumbai,800.0,2,2,3,Semi-Furnished,69.0,55000.0
Sarjapur Road,Bangalore,940.0,2,2,0,Unfurnished,48.0,45000.0
Pocket 10 Sector B Vasant Kunj,New Delhi,1400.0,2,2,2,Unfurnished,30.0,42000.0
Wagholi,Pune,630.0,2,2,2,Semi-Furnished,28.0,17500.0
Holiday Village Road,Bangalore,1150.0,2,2,2,Semi-Furnished,25.0,28900.0
Tumkur Road,Bangalore,900.0,2,2,0,Semi-Furnished,39.0,35000.0
Hingna Road,Nagpur,400.0,1,1,0,Unfurnished,19.0,7500.0
Saket,New Delhi,110.0,3,1,0,Furnished,136.0,15000.0
Paschim Vihar,New Delhi,432.0,1,1,0,Unfurnished,35.0,15000.0
Jigani,Bangalore,750.0,2,1,0,Semi-Furnished,15.0,11000.0
Kharbi,Nagpur,1200.0,2,3,0,Semi-Furnished,21.0,25000.0
Shyam Nagar Okhla,New Delhi,500.0,1,1,2,Semi-Furnished,20.0,10000.0
Ram Nagar,Nagpur,750.0,2,2,0,Furnished,19.0,14000.0
Pimple Gurav,Pune,700.0,1,1,0,Semi-Furnished,20.0,14000.0
Sector 6 Dwarka,New Delhi,1500.0,3,2,2,Semi-Furnished,25.0,38000.0
Ramamurthy Nagar,Bangalore,600.0,2,1,0,Semi-Furnished,18.0,11000.0
Pimple Saudagar,Pune,1450.0,3,3,0,Semi-Furnished,24.0,35000.0
Mulund West,Mumbai,1290.0,3,3,2,Unfurnished,66.0,84500.0
Bibwewadi,Pune,600.0,1,1,0,Furnished,42.0,25000.0
Anand Nagar Dahisar East,Mumbai,685.0,2,2,0,Unfurnished,58.0,40000.0
Kanakapura Road,Bangalore,1650.0,3,3,2,Semi-Furnished,39.0,65000.0
Yadav Park Extension,New Delhi,450.0,1,1,0,Semi-Furnished,16.0,7300.0
Mulund West,Mumbai,850.0,2,2,0,Semi-Furnished,68.0,58000.0
Kharadi,Pune,950.0,2,2,0,Unfurnished,13.0,12000.0
Andheri West,Mumbai,600.0,2,2,0,Furnished,133.0,80000.0
Krishna Nagar-Safdarjung Enclave,New Delhi,650.0,2,2,0,Unfurnished,38.0,25000.0
Koramangala,Bangalore,1600.0,3,3,0,Semi-Furnished,50.0,80000.0
Trinity Church Road,Bangalore,1800.0,3,3,2,Unfurnished,47.0,85000.0
Kharadi,Pune,2040.0,3,4,0,Furnished,34.0,70000.0
New International Airport Road,Bangalore,1500.0,3,3,0,Semi-Furnished,30.0,45000.0
Mahal,Nagpur,600.0,2,2,0,Semi-Furnished,20.0,12000.0
Kalina,Mumbai,560.0,1,2,0,Semi-Furnished,70.0,39000.0
Seminary Hill,Nagpur,853.0,2,2,3,Unfurnished,18.0,15000.0
Dollars Colony,Bangalore,2650.0,3,2,2,Unfurnished,49.0,130000.0
Wakad Road,Pune,850.0,2,2,0,Semi-Furnished,29.0,25000.0
Mehrauli,New Delhi,650.0,1,1,0,Unfurnished,31.0,20000.0
Lajpat Nagar 1,New Delhi,400.0,1,1,2,Semi-Furnished,42.0,17000.0
Sanjayanagara,Bangalore,1100.0,3,2,0,Semi-Furnished,27.0,30000.0
EON Free Zone,Pune,1950.0,3,3,2,Furnished,37.0,73000.0
Saswad,Pune,850.0,2,2,2,Unfurnished,29.0,25000.0
Bannerghatta,Bangalore,470.0,1,1,0,Semi-Furnished,68.0,32000.0
Dabri,New Delhi,450.0,1,1,0,Semi-Furnished,27.0,12000.0
Horamavu,Bangalore,2400.0,3,3,3,Semi-Furnished,27.0,65000.0
Sector 3 Rohini,New Delhi,9.0,2,2,0,Furnished,19.0,18000.0
Masjid Bandar,Mumbai,1100.0,3,3,2,Unfurnished,41.0,45000.0
Marunji,Pune,827.0,2,2,0,Unfurnished,28.0,23000.0
Saint Thomas Church Road,Mumbai,450.0,1,1,0,Unfurnished,12.0,5500.0
Andheri West,Mumbai,900.0,2,2,0,Furnished,72.0,65000.0
Green Hills,Mumbai,320.0,1,1,0,Furnished,94.0,30000.0
Hinjewadi,Pune,540.0,1,1,0,Semi-Furnished,37.0,20000.0
Evershine Nagar,Mumbai,1300.0,3,3,0,Semi-Furnished,69.0,90000.0
Kadabagere,Bangalore,650.0,1,1,0,Furnished,9.0,6000.0
Bavdhan,Pune,620.0,1,1,0,Semi-Furnished,21.0,13000.0
Friends Colony West,New Delhi,2200.0,3,3,2,Furnished,23.0,50000.0
Pan Card Club Road,Pune,600.0,2,2,2,Semi-Furnished,47.0,28000.0
Bettadasanapura,Bangalore,550.0,1,1,0,Semi-Furnished,17.0,9500.0
Mansa Ram Park,New Delhi,740.0,2,2,0,Semi-Furnished,14.0,10500.0
Hinjewadi,Pune,580.0,1,1,0,Unfurnished,38.0,22000.0
Ghodbunder Road,Mumbai,670.0,1,2,0,Semi-Furnished,25.0,16500.0
Dhantoli,Nagpur,1040.0,2,2,2,Furnished,24.0,25000.0
Charholi Budruk,Pune,1064.0,2,2,0,Furnished,28.0,30000.0
Mundhwa Manjari Road,Pune,605.0,1,1,0,Unfurnished,12.0,7500.0
Mulund East,Mumbai,350.0,1,1,0,Semi-Furnished,34.0,12000.0
Yamuna Nagar Andheri West,Mumbai,450.0,1,2,0,Furnished,122.0,55000.0
Umred Road,Nagpur,375.0,1,1,0,Semi-Furnished,11.0,4000.0
Green Park,New Delhi,1000.0,1,2,0,Furnished,20.0,20000.0
Wagholi,Pune,300.0,1,1,0,Unfurnished,22.0,6500.0
Medical Chowk,Nagpur,1000.0,3,2,0,Furnished,20.0,20000.0
Gaikwad Vasti,Pune,750.0,2,2,2,Unfurnished,20.0,15000.0
